id,name,category,subcategory,price,original_price,description,specifications,image_url,stock_quantity,brand,rating,review_count,tags,weight,dimensions,color_options,size_options,is_featured,created_date
1183,Royal Canin Pet Care,Pet Supplies,Pet Care,321,475,Quality pet care from trusted brand Royal Canin. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,125,Royal Canin,3.3,1440,"pet supplies, pet care, royal canin, budget",0.98,15x15x23,Pink,One Size,FALSE,2024-12-22
1184,Farmina Pet Care,Pet Supplies,Pet Care,196,252,Quality pet care from trusted brand Farmina. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,40,Farmina,3.3,886,"pet supplies, pet care, farmina, budget, sale, new arrival",3.26,20x24x10,"Yellow, Blue, Brown",One Size,FALSE,2024-09-28
1185,Purina Pet Care,Pet Supplies,Pet Care,1632,2353,Quality pet care from trusted brand Purina. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,380,Purina,3,1764,"pet supplies, pet care, purina, budget, premium, bestseller",2.15,41x21x29,"Black, Red, Maroon, Gray",One Size,TRUE,2024-04-15
1186,Purina Pet Care,Pet Supplies,Pet Care,1824,2854,Quality pet care from trusted brand Purina. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,105,Purina,4.5,1856,"pet supplies, pet care, purina, premium, trending",3.14,27x18x22,Brown,One Size,FALSE,2024-06-26
1187,Whiskas Pet Care,Pet Supplies,Pet Care,812,1329,Quality pet care from trusted brand Whiskas. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,13,Whiskas,4.9,506,"pet supplies, pet care, whiskas, bestseller, sale",0.85,33x38x25,"Yellow, Black, White",One Size,FALSE,2024-08-19
1188,Royal Canin Pet Care,Pet Supplies,Pet Care,679,884,Quality pet care from trusted brand Royal Canin. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,125,Royal Canin,4.7,1194,"pet supplies, pet care, royal canin, new arrival, sale, premium",3.51,23x29x11,"Blue, Red",One Size,FALSE,2024-09-09
1189,Drools Pet Care,Pet Supplies,Pet Care,1981,2448,Quality pet care from trusted brand Drools. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,425,Drools,4.1,715,"pet supplies, pet care, drools, sale, new arrival, trending",0.7,27x34x13,Red,One Size,FALSE,2024-02-28
1190,PC Jeweller Gold Jewelry,Jewelry,Gold Jewelry,1637,2337,Quality gold jewelry from trusted brand PC Jeweller. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,324,PC Jeweller,3.3,120,"jewelry, gold jewelry, pc jeweller, trending",1.29,41x22x11,Purple,One Size,FALSE,2024-11-12
1191,Joyalukkas Gold Jewelry,Jewelry,Gold Jewelry,860,1101,Quality gold jewelry from trusted brand Joyalukkas. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,103,Joyalukkas,4.2,1780,"jewelry, gold jewelry, joyalukkas, sale, bestseller",2.88,38x20x24,Brown,One Size,FALSE,2024-07-04
1192,Malabar Gold Gold Jewelry,Jewelry,Gold Jewelry,1013,1219,Quality gold jewelry from trusted brand Malabar Gold. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,200,Malabar Gold,3.5,825,"jewelry, gold jewelry, malabar gold, budget",4.29,27x25x15,"Navy, Gray",One Size,FALSE,2024-09-14
1193,Malabar Gold Gold Jewelry,Jewelry,Gold Jewelry,309,493,Quality gold jewelry from trusted brand Malabar Gold. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,465,Malabar Gold,4.2,251,"jewelry, gold jewelry, malabar gold, trending, bestseller",0.12,47x15x26,"Yellow, Red, Green",One Size,TRUE,2024-07-14
1194,Kalyan Jewellers Gold Jewelry,Jewelry,Gold Jewelry,1543,1873,Quality gold jewelry from trusted brand Kalyan Jewellers. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,450,Kalyan Jewellers,3.7,25,"jewelry, gold jewelry, kalyan jewellers, bestseller, premium",1.13,18x13x23,Green,One Size,FALSE,2024-02-20
1195,Joyalukkas Gold Jewelry,Jewelry,Gold Jewelry,1842,2490,Quality gold jewelry from trusted brand Joyalukkas. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,81,Joyalukkas,3.5,1244,"jewelry, gold jewelry, joyalukkas, premium",3.49,26x37x9,"White, Gray",One Size,FALSE,2024-08-29
1196,CaratLane Gold Jewelry,Jewelry,Gold Jewelry,1775,2257,Quality gold jewelry from trusted brand CaratLane. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,368,CaratLane,4.9,1625,"jewelry, gold jewelry, caratlane, new arrival",0.98,10x19x29,"Purple, Black, Pink, Maroon",One Size,FALSE,2025-08-11
1197,Kalyan Jewellers Gold Jewelry,Jewelry,Gold Jewelry,526,835,Quality gold jewelry from trusted brand Kalyan Jewellers. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,311,Kalyan Jewellers,5,885,"jewelry, gold jewelry, kalyan jewellers, bestseller, premium",4.38,13x15x15,"Maroon, Gray, Green, Pink",One Size,FALSE,2024-02-28
1198,Joyalukkas Gold Jewelry,Jewelry,Gold Jewelry,782,1131,Quality gold jewelry from trusted brand Joyalukkas. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,279,Joyalukkas,4.1,1703,"jewelry, gold jewelry, joyalukkas, new arrival, trending, premium",3.53,40x14x17,"Black, Gray",One Size,FALSE,2025-02-11
1199,Malabar Gold Gold Jewelry,Jewelry,Gold Jewelry,355,517,Quality gold jewelry from trusted brand Malabar Gold. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,166,Malabar Gold,4.8,1770,"jewelry, gold jewelry, malabar gold, premium, sale, bestseller",3.95,35x15x22,"Red, Maroon",One Size,FALSE,2024-01-09
1200,Tanishq Gold Jewelry,Jewelry,Gold Jewelry,1191,1481,Quality gold jewelry from trusted brand Tanishq. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,217,Tanishq,3.3,1813,"jewelry, gold jewelry, tanishq, budget, trending",2.81,22x28x29,"Red, Navy, Black",One Size,FALSE,2024-06-22
1201,Kalyan Jewellers Gold Jewelry,Jewelry,Gold Jewelry,602,971,Quality gold jewelry from trusted brand Kalyan Jewellers. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,303,Kalyan Jewellers,3.4,28,"jewelry, gold jewelry, kalyan jewellers, new arrival",3.54,36x22x10,"Black, Red, Pink, Brown",One Size,TRUE,2024-09-25
1202,PC Jeweller Gold Jewelry,Jewelry,Gold Jewelry,1794,2802,Quality gold jewelry from trusted brand PC Jeweller. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,109,PC Jeweller,3.4,982,"jewelry, gold jewelry, pc jeweller, sale, bestseller",0.19,24x29x7,Maroon,One Size,FALSE,2025-08-11
1203,Kalyan Jewellers Gold Jewelry,Jewelry,Gold Jewelry,602,794,Quality gold jewelry from trusted brand Kalyan Jewellers. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,100,Kalyan Jewellers,3.3,615,"jewelry, gold jewelry, kalyan jewellers, bestseller, sale",4.75,24x22x5,Pink,One Size,TRUE,2025-06-25
1204,Kalyan Jewellers Gold Jewelry,Jewelry,Gold Jewelry,1043,1431,Quality gold jewelry from trusted brand Kalyan Jewellers. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,153,Kalyan Jewellers,3.8,1896,"jewelry, gold jewelry, kalyan jewellers, sale, budget, bestseller",2.42,37x37x9,"Green, Blue, Gray, Yellow",One Size,TRUE,2024-01-16
1205,Joyalukkas Gold Jewelry,Jewelry,Gold Jewelry,765,964,Quality gold jewelry from trusted brand Joyalukkas. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,226,Joyalukkas,3.2,1696,"jewelry, gold jewelry, joyalukkas, sale, trending",4.3,17x16x11,"White, Black, Brown, Green",One Size,FALSE,2024-04-05
1206,Malabar Gold Gold Jewelry,Jewelry,Gold Jewelry,712,872,Quality gold jewelry from trusted brand Malabar Gold. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,209,Malabar Gold,3.7,1848,"jewelry, gold jewelry, malabar gold, bestseller, trending",2.35,39x25x26,"Gray, Yellow, Purple, Pink",One Size,TRUE,2025-03-08
1207,PC Jeweller Silver Jewelry,Jewelry,Silver Jewelry,1336,1719,Quality silver jewelry from trusted brand PC Jeweller. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,460,PC Jeweller,3.9,147,"jewelry, silver jewelry, pc jeweller, premium, sale",0.59,45x24x5,Purple,One Size,FALSE,2025-08-01
1208,Kalyan Jewellers Silver Jewelry,Jewelry,Silver Jewelry,452,583,Quality silver jewelry from trusted brand Kalyan Jewellers. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,156,Kalyan Jewellers,4.1,916,"jewelry, silver jewelry, kalyan jewellers, premium, sale",0.48,41x15x12,"Yellow, Pink, Maroon",One Size,FALSE,2025-05-28
1209,Malabar Gold Silver Jewelry,Jewelry,Silver Jewelry,1271,1616,Quality silver jewelry from trusted brand Malabar Gold. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,193,Malabar Gold,4.7,1587,"jewelry, silver jewelry, malabar gold, premium, trending, budget",4.23,18x23x22,Green,One Size,FALSE,2024-06-26
1210,Kalyan Jewellers Silver Jewelry,Jewelry,Silver Jewelry,1155,1557,Quality silver jewelry from trusted brand Kalyan Jewellers. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,344,Kalyan Jewellers,3,1965,"jewelry, silver jewelry, kalyan jewellers, new arrival",1.76,42x37x15,"Purple, Green, Red",One Size,FALSE,2025-02-04
1211,CaratLane Silver Jewelry,Jewelry,Silver Jewelry,669,845,Quality silver jewelry from trusted brand CaratLane. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,18,CaratLane,4.7,71,"jewelry, silver jewelry, caratlane, trending, budget, bestseller",1.38,37x11x14,"Navy, Maroon, Pink, White",One Size,FALSE,2024-08-15
1212,Malabar Gold Silver Jewelry,Jewelry,Silver Jewelry,1133,1854,Quality silver jewelry from trusted brand Malabar Gold. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,118,Malabar Gold,3.9,816,"jewelry, silver jewelry, malabar gold, budget, bestseller, sale",4.23,32x38x18,"Pink, Purple, Red",One Size,FALSE,2024-08-27
1213,Malabar Gold Silver Jewelry,Jewelry,Silver Jewelry,1232,1990,Quality silver jewelry from trusted brand Malabar Gold. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,347,Malabar Gold,3.6,1426,"jewelry, silver jewelry, malabar gold, new arrival",1.93,43x33x24,Black,One Size,FALSE,2025-04-08
1214,Malabar Gold Silver Jewelry,Jewelry,Silver Jewelry,1992,2946,Quality silver jewelry from trusted brand Malabar Gold. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,407,Malabar Gold,4,690,"jewelry, silver jewelry, malabar gold, sale",2.33,45x22x5,"Blue, Yellow, Pink",One Size,FALSE,2024-02-04
1215,PC Jeweller Silver Jewelry,Jewelry,Silver Jewelry,1941,2308,Quality silver jewelry from trusted brand PC Jeweller. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,146,PC Jeweller,4.8,1217,"jewelry, silver jewelry, pc jeweller, trending, sale, bestseller",2.04,38x31x11,Pink,One Size,FALSE,2024-05-03
1216,Joyalukkas Silver Jewelry,Jewelry,Silver Jewelry,376,467,Quality silver jewelry from trusted brand Joyalukkas. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,464,Joyalukkas,4.7,1871,"jewelry, silver jewelry, joyalukkas, sale, premium, bestseller",3.11,42x24x21,"Yellow, Blue, Gray, Maroon",One Size,FALSE,2024-02-17
1217,Malabar Gold Silver Jewelry,Jewelry,Silver Jewelry,1063,1605,Quality silver jewelry from trusted brand Malabar Gold. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,165,Malabar Gold,4.4,351,"jewelry, silver jewelry, malabar gold, new arrival, sale, budget",4.94,11x33x15,"Black, Navy, Green",One Size,FALSE,2024-05-21
1218,Kalyan Jewellers Silver Jewelry,Jewelry,Silver Jewelry,1795,2187,Quality silver jewelry from trusted brand Kalyan Jewellers. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,341,Kalyan Jewellers,4.7,870,"jewelry, silver jewelry, kalyan jewellers, bestseller, new arrival, budget",3.45,38x10x18,"Blue, Red, Black, White",One Size,FALSE,2024-06-15
1219,Joyalukkas Silver Jewelry,Jewelry,Silver Jewelry,1483,2369,Quality silver jewelry from trusted brand Joyalukkas. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,493,Joyalukkas,4.6,1195,"jewelry, silver jewelry, joyalukkas, new arrival",4.21,15x31x23,"Purple, White",One Size,FALSE,2024-06-06
1220,CaratLane Fashion Jewelry,Jewelry,Fashion Jewelry,760,1248,Quality fashion jewelry from trusted brand CaratLane. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,247,CaratLane,3.2,1515,"jewelry, fashion jewelry, caratlane, new arrival",2.17,29x29x13,"Pink, Brown",One Size,FALSE,2024-06-10
1221,Tanishq Fashion Jewelry,Jewelry,Fashion Jewelry,521,777,Quality fashion jewelry from trusted brand Tanishq. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,498,Tanishq,4.3,1996,"jewelry, fashion jewelry, tanishq, sale",3.88,30x19x26,White,One Size,FALSE,2025-01-02
1222,Joyalukkas Fashion Jewelry,Jewelry,Fashion Jewelry,1349,2228,Quality fashion jewelry from trusted brand Joyalukkas. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,316,Joyalukkas,3.4,1268,"jewelry, fashion jewelry, joyalukkas, new arrival, budget",1.03,33x18x24,"Green, Blue",One Size,FALSE,2025-06-08
1223,CaratLane Fashion Jewelry,Jewelry,Fashion Jewelry,1687,2161,Quality fashion jewelry from trusted brand CaratLane. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,367,CaratLane,3.3,1789,"jewelry, fashion jewelry, caratlane, sale, bestseller, budget",3.65,17x23x20,Pink,One Size,FALSE,2024-10-04
1224,CaratLane Fashion Jewelry,Jewelry,Fashion Jewelry,553,812,Quality fashion jewelry from trusted brand CaratLane. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,306,CaratLane,4.7,1558,"jewelry, fashion jewelry, caratlane, bestseller",1.96,26x38x29,"Navy, Gray",One Size,FALSE,2024-12-02
1225,Tanishq Fashion Jewelry,Jewelry,Fashion Jewelry,508,825,Quality fashion jewelry from trusted brand Tanishq. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,253,Tanishq,3.1,1231,"jewelry, fashion jewelry, tanishq, budget",3.19,12x24x6,"Black, Gray",One Size,FALSE,2024-02-02
1226,Joyalukkas Fashion Jewelry,Jewelry,Fashion Jewelry,1410,2254,Quality fashion jewelry from trusted brand Joyalukkas. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,91,Joyalukkas,3.8,1087,"jewelry, fashion jewelry, joyalukkas, new arrival",4.73,45x15x25,"Green, Gray, Yellow",One Size,TRUE,2024-01-20
1227,Malabar Gold Fashion Jewelry,Jewelry,Fashion Jewelry,400,554,Quality fashion jewelry from trusted brand Malabar Gold. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,497,Malabar Gold,4.1,1318,"jewelry, fashion jewelry, malabar gold, budget, premium, bestseller",0.47,44x10x18,Maroon,One Size,FALSE,2025-01-29
1228,Tanishq Fashion Jewelry,Jewelry,Fashion Jewelry,450,692,Quality fashion jewelry from trusted brand Tanishq. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,17,Tanishq,4.1,1091,"jewelry, fashion jewelry, tanishq, bestseller",1.28,17x24x6,"Pink, Blue",One Size,FALSE,2024-10-14
1229,PC Jeweller Fashion Jewelry,Jewelry,Fashion Jewelry,546,710,Quality fashion jewelry from trusted brand PC Jeweller. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,343,PC Jeweller,3.4,523,"jewelry, fashion jewelry, pc jeweller, new arrival, budget",4.51,15x15x5,"Navy, Maroon, Red",One Size,FALSE,2024-06-15
1230,CaratLane Fashion Jewelry,Jewelry,Fashion Jewelry,1894,2503,Quality fashion jewelry from trusted brand CaratLane. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,309,CaratLane,3.2,1901,"jewelry, fashion jewelry, caratlane, trending",2.35,25x10x10,"Brown, Purple, Pink",One Size,TRUE,2024-09-12
1231,Joyalukkas Fashion Jewelry,Jewelry,Fashion Jewelry,870,1265,Quality fashion jewelry from trusted brand Joyalukkas. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,480,Joyalukkas,4.5,501,"jewelry, fashion jewelry, joyalukkas, premium, trending",4.24,29x11x16,"Blue, Pink, Green",One Size,FALSE,2024-03-22
1232,CaratLane Fashion Jewelry,Jewelry,Fashion Jewelry,1190,1841,Quality fashion jewelry from trusted brand CaratLane. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,357,CaratLane,3,502,"jewelry, fashion jewelry, caratlane, sale, premium",4.22,42x27x9,Yellow,One Size,FALSE,2025-04-07
1233,Malabar Gold Fashion Jewelry,Jewelry,Fashion Jewelry,608,843,Quality fashion jewelry from trusted brand Malabar Gold. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,220,Malabar Gold,3.3,409,"jewelry, fashion jewelry, malabar gold, trending",2.2,34x22x30,"Brown, Maroon, Gray, Pink",One Size,FALSE,2025-08-22
1234,Tanishq Fashion Jewelry,Jewelry,Fashion Jewelry,363,479,Quality fashion jewelry from trusted brand Tanishq. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,476,Tanishq,4.7,1370,"jewelry, fashion jewelry, tanishq, trending",3.77,26x15x24,"Red, Maroon, Pink, Navy",One Size,TRUE,2025-01-28
1235,Malabar Gold Fashion Jewelry,Jewelry,Fashion Jewelry,914,1098,Quality fashion jewelry from trusted brand Malabar Gold. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,218,Malabar Gold,3.4,1832,"jewelry, fashion jewelry, malabar gold, budget, new arrival",4.93,48x31x9,"Blue, Yellow",One Size,FALSE,2025-05-03
1236,Catch Grains & Cereals,Groceries,Grains & Cereals,1553,2138,Quality grains & cereals from trusted brand Catch. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,479,Catch,4.6,30,"groceries, grains & cereals, catch, bestseller, trending",1.35,21x11x21,"Brown, Blue, White",One Size,FALSE,2024-07-23
1237,Dawat Grains & Cereals,Groceries,Grains & Cereals,1664,2376,Quality grains & cereals from trusted brand Dawat. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,15,Dawat,3.1,1841,"groceries, grains & cereals, dawat, premium",1.56,39x39x17,"Brown, White",One Size,FALSE,2024-08-20
1238,Tata Grains & Cereals,Groceries,Grains & Cereals,1882,2416,Quality grains & cereals from trusted brand Tata. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,163,Tata,3.2,423,"groceries, grains & cereals, tata, new arrival, budget, premium",0.85,50x36x22,"Red, Black, Brown, Gray",One Size,FALSE,2024-12-01
1239,Everest Grains & Cereals,Groceries,Grains & Cereals,707,872,Quality grains & cereals from trusted brand Everest. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,79,Everest,3.6,28,"groceries, grains & cereals, everest, new arrival, trending",0.37,21x17x15,"Black, Brown",One Size,FALSE,2025-03-12
1240,Everest Grains & Cereals,Groceries,Grains & Cereals,1345,2189,Quality grains & cereals from trusted brand Everest. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,296,Everest,4.8,825,"groceries, grains & cereals, everest, new arrival",4.71,44x39x6,"Pink, Gray, Red",One Size,TRUE,2024-03-28
1241,Catch Grains & Cereals,Groceries,Grains & Cereals,1448,1908,Quality grains & cereals from trusted brand Catch. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,325,Catch,3.8,210,"groceries, grains & cereals, catch, budget, new arrival, premium",4.89,19x34x29,"Black, Green, Blue",One Size,FALSE,2025-05-17
1242,Kohinoor Grains & Cereals,Groceries,Grains & Cereals,345,513,Quality grains & cereals from trusted brand Kohinoor. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,346,Kohinoor,3.4,1357,"groceries, grains & cereals, kohinoor, premium, budget, bestseller",0.16,41x25x20,"Navy, Red",One Size,FALSE,2025-05-23
1243,MDH Grains & Cereals,Groceries,Grains & Cereals,226,284,Quality grains & cereals from trusted brand MDH. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,101,MDH,4.9,305,"groceries, grains & cereals, mdh, premium, new arrival, bestseller",2.99,43x25x11,"Purple, Black",One Size,FALSE,2024-11-01
1244,Fortune Grains & Cereals,Groceries,Grains & Cereals,1758,2263,Quality grains & cereals from trusted brand Fortune. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,156,Fortune,4.1,5,"groceries, grains & cereals, fortune, budget, sale",0.23,44x23x9,"Yellow, White",One Size,TRUE,2025-04-26
1245,Everest Grains & Cereals,Groceries,Grains & Cereals,757,911,Quality grains & cereals from trusted brand Everest. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,412,Everest,3.9,74,"groceries, grains & cereals, everest, new arrival, premium, bestseller",2.47,25x40x26,"Gray, Brown",One Size,FALSE,2024-03-21
1246,Kohinoor Grains & Cereals,Groceries,Grains & Cereals,819,1086,Quality grains & cereals from trusted brand Kohinoor. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,426,Kohinoor,3.1,1632,"groceries, grains & cereals, kohinoor, new arrival, bestseller",1.79,44x33x7,Yellow,One Size,FALSE,2024-09-23
1247,Kohinoor Grains & Cereals,Groceries,Grains & Cereals,1570,2416,Quality grains & cereals from trusted brand Kohinoor. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,137,Kohinoor,4.2,244,"groceries, grains & cereals, kohinoor, bestseller, budget",4.12,10x11x14,Brown,One Size,FALSE,2024-01-13
1248,Kohinoor Grains & Cereals,Groceries,Grains & Cereals,752,1199,Quality grains & cereals from trusted brand Kohinoor. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,19,Kohinoor,5,514,"groceries, grains & cereals, kohinoor, sale, new arrival, trending",0.97,44x10x26,"Brown, Pink",One Size,FALSE,2024-06-13
